1	5	0.899738
2	3	0.797136
2	4	0.901248
2	6	0.837563
2	7	0.864503
3	4	0.851578
3	6	0.814923
3	7	0.786600
4	3	0.851578
4	6	0.860884
4	7	0.904632
6	7	0.815437
8	9	0.909155
8	13	0.863270
8	50	0.978768
9	13	0.827655
9	50	0.896813
10	30	0.999988
12	11	0.938062
14	25	0.989520
14	48	0.979436
25	48	0.990846
28	21	0.832175
29	37	0.999908
34	49	0.789774
36	35	0.776437
40	45	0.918774
40	47	0.951254
42	43	0.999344
47	45	0.938939
50	13	0.853283
